ID-AccessD,SpCode,Storage,SampleCode,Positiononpinfromtop,Caste,Measurer,Method,HeadWidth,HeadLength,ClypeusLength,MandibleLength,InterocularDistance,EyeWidth,EyeLength,HindFemur,HindTibia,Spinosity,Sculpturing,Polymorphism,Invasive,AlitrunkSpines,PetiolarSpines
505,SOLE 004,dry,HP0060,1,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.32,0.4,0.07,0.17,0.27,0.04,0.05,0.19,0.19,0,1,1,2,0,0
501,SOLE 004,dry,HP0092,3,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.29,0.33,0.06,0.15,0.25,0.02,0.04,0.19,0.18,0,1,1,2,0,0
502,SOLE 004,dry,HP0092,2,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.3,0.35,0.05,0.15,0.26,0.02,0.05,0.19,0.19,0,1,1,2,0,0
503,SOLE 004,dry,HP0092,4,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.29,0.37,,0.14,0.25,0.04,0.05,0.19,0.18,0,1,1,2,0,0
508,STRU 002,dry,HP0065,3,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.48,0.81,0.21,0.45,0.33,0.08,0.1,0.63,0.5,2,2,1,2,2,0
509,STRU 002,dry,HP0065,2,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.51,0.83,0.19,0.44,0.36,0.08,0.08,0.65,0.54,2,2,1,2,2,0
510,STRU 002,dry,HP0065,4,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.5,0.85,0.23,0.46,0.35,0.08,0.08,0.64,0.51,2,2,1,2,2,0
506,STRU 002,dry,HP0217,1,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.49,0.81,0.19,0.44,0.35,0.1,0.11,0.67,0.52,2,2,1,2,2,0
507,STRU 002,dry,HP0217,2,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.54,0.86,0.21,0.48,0.36,0.1,0.11,0.71,0.56,2,2,1,2,2,0
512,STRU 003,dry,HP0155,2,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.27,0.56,0.1,0.23,0.2,0.05,0.06,0.4,0.31,2,2,1,2,2,0
513,STRU 003,dry,HP0155,3,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.27,0.57,0.1,0.29,0.21,0.05,0.06,0.37,0.29,2,2,1,2,2,0
511,STRU 003,dry,PKEE115,1,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.27,0.56,0.1,0.3,0.21,0.05,0.06,0.42,0.3,2,2,1,2,2,0
517,STRU 005,dry,HP0163,3,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.35,0.63,0.12,0.18,0.27,0.05,0.06,0.49,0.36,2,2,1,2,2,0
518,STRU 005,dry,HP0163,4,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.33,0.65,0.12,0.27,0.27,0.05,0.06,0.48,0.37,2,2,1,2,2,0
519,STRU 005,wet,HP0163,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.33,0.6,0.12,0.26,0.3,0.05,0.06,0.44,0.35,2,2,1,2,2,0
520,STRU 005,wet,HP0163,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.35,0.6,0.12,0.25,0.27,0.05,0.06,0.48,0.36,2,2,1,2,2,0
521,STRU 005,wet,HP0163,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.36,0.61,0.12,0.26,0.33,0.05,0.06,0.44,0.2,2,2,1,2,2,0
522,TAPI 001,dry,HP0024 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.26,0.36,0.1,0.2,0.18,0.06,0.07,0.36,0.19,0,1,1,1,0,0
524,TAPI 001,dry,HP0024 middle,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.35,0.39,0.1,0.17,0.26,0.06,0.07,0.33,0.24,0,1,1,1,0,0
523,TAPI 001,dry,HP0024 top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.35,0.31,0.1,0.19,,0.07,0.08,,0.24,0,1,1,1,0,0
525,TAPI 001,dry,HP0036,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.35,0.43,0.07,0.2,0.26,0.07,0.07,0.42,0.24,0,1,1,1,0,0
526,TAPI 001,dry,PKEE021,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.36,0.36,0.11,0.17,0.26,0.07,0.1,0.48,0.38,0,1,1,1,0,0
530,TAPI 002,dry,HP0049 second from bottom,3,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.33,0.37,0.08,0.17,0.23,0.05,0.07,0.32,0.25,0,1,1,1,0,0
527,TAPI 002,dry,HP0049 second from top,2,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.32,0.35,0.06,0.15,0.21,0.05,0.07,0.29,0.26,0,1,1,1,0,0
529,TAPI 002,dry,HP0049 top,1,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.33,0.37,0.07,0.18,0.23,0.05,0.07,0.3,0.25,0,1,1,1,0,0
528,TAPI 002,dry,HP0196 second from top,2,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.36,0.36,0.08,0.18,0.24,0.06,0.08,0.32,0.3,0,1,1,1,0,0
531,TAPI 002,dry,HP0196 top,1,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.38,0.4,0.08,0.14,0.25,0.06,0.08,0.3,0.29,0,1,1,1,0,0
539,TAPI 003,dry,HP0038 top ,,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.52,0.61,0.06,0.26,0.32,0.08,0.11,0.44,0.36,0,1,2,2,0,0
538,TAPI 003,dry,HP0057 second from top ,,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.5,0.56,0.07,0.23,0.3,0.07,0.1,,,0,1,2,2,0,0
537,TAPI 003,dry,HP0210 second from bottom ,,major,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.45,0.56,0.1,0.25,0.29,0.07,0.1,0.39,0.43,0,1,2,2,0,0
534,TAPI 003,dry,HP0038  bottom,,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.38,0.42,0.06,0.19,0.24,0.06,0.08,0.33,0.31,0,1,2,2,0,0
532,TAPI 003,dry,HP0038 second from bottom,,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.39,0.4,0.06,0.19,0.23,0.06,0.08,0.32,0.3,0,1,2,2,0,0
535,TAPI 003,dry,HP0057 bottom,,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.38,0.42,0.06,0.18,0.21,0.06,0.08,,,0,1,2,2,0,0
536,TAPI 003,dry,HP0201 bottom,,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.37,0.43,0.06,0.18,0.21,0.06,0.07,0.32,0.3,0,1,2,2,0,0
533,TAPI 003,dry,HP0628 bottom,,minor,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.38,0.42,0.06,0.18,0.21,0.06,0.08,0.31,0.29,0,1,2,2,0,0
542,TECH 001,dry,HP0033 second from bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.6,0.6,0.14,0.26,0.49,0.1,0.12,0.54,0.5,0,1.5,1,1,0,0
541,TECH 001,dry,HP0033 second from top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.62,0.58,0.18,0.33,0.5,0.1,0.13,0.6,0.5,0,1.5,1,1,0,0
544,TECH 001,dry,HP0107  bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.62,0.63,0.13,0.27,0.51,0.11,0.14,0.55,0.49,0,1.5,1,1,0,0
540,TECH 001,dry,HP0107 second from bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.62,0.58,0.14,0.26,0.5,0.11,0.13,0.55,0.49,0,1.5,1,1,0,0
543,TECH 001,dry,HP0107 second from top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.62,0.6,0.14,0.29,0.5,0.11,0.13,0.61,0.5,0,1.5,1,1,0,0
547,TECH 002,dry,PKEE020 2nd from top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.58,0.62,0.17,0.3,0.4,0.11,0.13,0.61,0.55,0,1.5,1,1,0,0
545,TECH 002,dry,PKEE020 3rd from top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.6,0.61,0.17,0.3,0.4,0.11,0.12,0.61,0.55,0,1.5,1,1,0,0
546,TECH 002,dry,PKEE020 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.6,0.62,0.18,0.31,0.4,0.11,0.12,0.61,0.54,0,1.5,1,1,0,0
548,TECH 002,dry,PKEE020 top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.6,0.62,0.18,0.29,0.4,0.11,0.12,0.62,0.56,0,1.5,1,1,0,0
550,TECH 003,dry,HP0037 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.6,0.57,0.17,0.32,0.43,0.12,0.14,0.61,0.52,0,1.5,1,1,0,0
549,TECH 003,dry,HP0037 second from bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.57,0.56,0.15,0.29,0.42,0.12,0.14,0.56,0.52,0,1.5,1,1,0,0
551,TECH 003,dry,HP0037 second from top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.54,0.58,0.14,0.24,0.43,0.11,0.14,0.61,0.5,0,1.5,1,1,0,0
553,TECH 003,dry,HP0136 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.58,0.62,0.13,0.27,0.4,0.12,0.15,0.63,0.52,0,1.5,1,1,0,0
552,TECH 003,dry,HP0136 middle,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.58,0.61,0.15,0.31,0.42,0.12,0.15,0.6,0.5,0,1.5,1,1,0,0
554,TECH 004,dry,HP0109 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.54,0.56,0.13,0.3,0.42,0.1,0.12,0.61,0.55,0,1.5,1,2,0,0
556,TECH 004,dry,HP0109 second from bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.57,0.6,0.13,0.29,0.4,0.12,0.13,0.68,0.58,0,1.5,1,2,0,0
555,TECH 004,dry,HP0109 second from top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.56,0.56,0.14,0.3,0.43,0.12,0.13,0.68,0.6,0,1.5,1,2,0,0
558,TECH 005,dry,PKEE122 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.46,0.48,0.12,0.24,0.3,0.1,0.13,0.46,0.42,0,1.5,1,2,0,0
557,TECH 005,dry,PKEE122 second from bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.45,0.46,0.12,0.24,0.27,0.1,0.12,0.48,0.42,0,1.5,1,2,0,0
559,TECH 005,dry,PKEE122 second from top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.46,0.49,0.11,0.24,0.3,0.08,0.13,0.48,0.42,0,1.5,1,2,0,0
560,TETP 001,dry,HP0015 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.89,0.89,0.07,0.42,0.52,0.24,0.39,0.73,0.65,0,1.5,1,2,0,0
561,TETP 001,dry,HP0015 top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.89,0.94,0.07,0.43,0.52,0.25,0.42,0.74,0.67,0,1.5,1,2,0,0
564,TETP 002,dry,HP0027,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.69,0.83,0.02,0.31,0.37,0.25,0.38,0.5,0.43,0,1,1,2,0,0
562,TETP 002,dry,HP0129,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.68,0.8,0.02,0.26,0.36,0.25,0.39,0.44,,0,1,1,2,0,0
563,TETP 002,dry,HP0129,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.69,0.82,0.02,0.3,0.37,0.25,0.42,0.46,0.48,0,1,1,2,0,0
565,TETP 003,dry,HP0135 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.98,1.14,0.04,0.49,0.57,0.29,0.42,0.82,0.77,0,1,1,2,0,0
566,TETP 003,dry,HP0135 mid,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1,1.17,0.04,0.54,0.6,0.3,0.43,0.87,0.83,0,1,1,2,0,0
567,TETP 003,dry,HP0135 top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",1.1,1.17,0.04,0.55,0.62,0.3,0.44,0.87,0.83,0,1,1,2,0,0
568,TETP 004,dry,HP0215,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.54,0.65,0.03,0.29,0.32,0.15,0.23,0.42,0.4,0,1.5,1,2,0,0
570,TETR 002,dry,HP0098,3,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.65,0.68,0.18,0.36,0.54,0.12,0.15,0.58,0.48,2,2,1,2,2,0
572,TETR 002,dry,HP0098,1,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.68,0.7,0.18,0.36,0.54,0.13,0.15,0.61,0.49,2,2,1,2,2,0
573,TETR 002,dry,HP0098,2,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.68,0.73,0.18,0.39,0.56,0.13,0.17,0.58,0.55,2,2,1,2,2,0
569,TETR 002,dry,HP0105,2,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.65,0.65,0.17,0.36,0.54,0.12,0.15,0.51,0.49,2,2,1,2,2,0
571,TETR 002,dry,HP0105,3,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.64,0.69,0.15,0.37,0.52,0.13,0.14,0.6,0.49,2,2,1,2,2,0
574,TETR 002,wet,WP4E814-1-1,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.66,0.68,0.2,0.34,0.51,0.12,0.14,0.56,0.46,2,2,1,2,2,0
575,TETR 002,wet,WP4E814-1-2,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.69,0.68,0.19,0.37,0.59,0.12,0.17,0.59,0.46,2,2,1,2,2,0
576,TETR 002,wet,WP4E814-1-3,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.69,0.68,0.2,0.34,0.59,0.14,0.15,0.58,0.49,2,2,1,2,2,0
578,TETR 003,dry,HP0054,1,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.9,0.89,0.2,0.4,0.75,0.14,0.17,0.77,0.65,2,2,1,2,2,0
579,TETR 003,dry,HP0054,1,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.92,0.88,0.15,0.43,0.77,0.14,0.18,0.8,0.65,2,2,1,2,2,0
577,TETR 003,dry,HP0089,1,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.86,0.88,0.19,0.42,0.71,0.13,0.18,0.76,0.62,2,2,1,2,2,0
581,TETR 006,dry,HP0012,1,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.88,0.9,0.2,0.46,0.74,0.17,0.19,0.77,0.65,2,2,1,2,2,0
583,TETR 006,dry,HP0012,2,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.93,0.93,0.2,0.46,0.79,0.15,0.19,0.79,0.65,2,2,1,2,2,0
584,TETR 006,dry,HP0012,3,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.93,0.94,0.2,0.44,0.76,0.15,0.19,0.79,0.64,2,2,1,2,2,0
580,TETR 006,dry,HP0110,4,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.82,0.83,0.18,0.4,0.68,0.14,0.17,0.68,0.51,2,2,1,2,2,0
582,TETR 006,dry,HP0110,3,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.92,0.93,0.2,0.46,0.75,0.15,0.2,0.76,0.62,2,2,1,2,2,0
585,TETR 012,dry,HP0085,3,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.63,0.61,0.15,0.36,0.49,0.12,0.15,0.57,0.48,2,3,1,2,2,0
586,TETR 012,dry,HP0085,2,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.63,0.62,0.14,0.32,0.5,0.12,0.15,0.58,0.48,2,3,1,2,2,0
587,TETR 012,dry,HP0085,1,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.65,0.64,0.14,0.35,0.51,0.12,0.15,0.6,0.46,2,3,1,2,2,0
588,TETR 016,dry,HP0147,3,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.61,0.62,0.13,0.33,0.48,0.11,0.14,0.54,0.43,2,3,1,2,2,0
589,TETR 016,dry,HP0147,4,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.62,0.62,0.13,0.33,0.48,0.12,0.14,0.58,0.44,2,3,1,2,2,0
590,TETR 016,dry,TETR016-1,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.63,0.64,0.15,0.36,0.5,0.11,0.14,0.6,0.44,2,3,1,2,4,0
592,TETR 016,dry,TETR016-2,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.65,0.68,0.15,0.37,0.51,0.12,0.15,0.62,0.45,2,3,1,2,4,0
591,TETR 016,dry,TETR016-3,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.67,0.68,0.15,0.36,0.52,0.11,0.17,0.61,0.44,2,3,1,2,4,0
594,TURN 001,dry,HP0099 top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.63,0.65,0.2,0.3,0.23,0.12,0.23,0.52,0.48,0,1.5,1,2,0,0
595,TURN 001,dry,HP0641 top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.64,0.65,0.18,0.21,0.14,0.17,0.25,0.54,0.5,0,1.5,1,2,0,0
593,TURN 001,dry,PKEE019 top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.6,0.65,0.17,0.26,0.27,0.13,0.26,0.51,0.48,0,1.5,1,2,0,0
597,TURN 001,dry,PKEE025 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.6,0.68,0.18,0.27,0.25,0.14,0.25,0.55,0.44,0,1.5,1,2,0,0
596,TURN 001,dry,PKEE025 top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.61,0.62,0.18,0.26,0.24,0.17,0.23,0.57,0.46,0,1.5,1,2,0,0
599,TURN 002,dry,PKEE113 bottom,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.64,0.65,0.17,0.31,0.3,0.12,0.24,0.69,0.6,0,1.5,1,2,0,0
598,TURN 002,dry,PKEE113 middle,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.6,0.67,0.25,0.3,0.27,0.13,0.24,0.8,0.54,0,1.5,1,2,0,0
600,TURN 002,dry,PKEE113 top,,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.62,0.64,0.15,0.29,0.27,0.12,0.24,0.62,0.55,0,1.5,1,2,0,0
603,VOLL 001,dry,PKEE118,1,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.43,0.49,0.12,0.21,0.36,0.06,0.1,0.27,0.27,0,2,1,2,0,0
601,VOLL 001,dry,PKEE130,2,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.4,0.48,0.11,0.2,0.35,0.07,0.1,0.29,0.26,0,2,1,2,0,0
602,VOLL 001,dry,PKEE130,3,worker,Nichola Plowman,"Olympus SZX7 stereomicroscope with magnification 18x to 126x, fitted with an ocular graticule",0.4,0.48,0.12,0.21,0.36,0.07,0.1,0.29,0.26,0,2,1,2,0,0
